building_id,event_id,label,audit_status,leakage_check_passed,files_exist,geometry_hash
TN_NADA_2016_030748,TN_NADA_2016,1,AGREED,TRUE,TRUE,be140ca745b8470d
TN_FENGAL_2024_095873,TN_FENGAL_2024,0,AGREED,TRUE,TRUE,50a6511ac06b92e6
TN_NIVAR_2020_051853,TN_NIVAR_2020,0,AGREED,TRUE,TRUE,1dcb54eaef62894d
TN_GAJA_2018_065066,TN_GAJA_2018,0,AGREED,TRUE,TRUE,d476a5281f723500
TN_NADA_2016_051815,TN_NADA_2016,0,AGREED,TRUE,TRUE,93ff712cccfcd63b
TN_NADA_2016_017021,TN_NADA_2016,1,AGREED,TRUE,TRUE,16ffc84252578a03
TN_OCKHI_2017_061452,TN_OCKHI_2017,0,AGREED,TRUE,TRUE,511250c32daa4896
TN_VARDAH_2016_021832,TN_VARDAH_2016,0,AGREED,TRUE,TRUE,50017d694419c141
TN_GAJA_2018_001112,TN_GAJA_2018,0,AGREED,TRUE,TRUE,494ddcb54f8551e3
TN_BUREVI_2020_101490,TN_BUREVI_2020,0,AGREED,TRUE,TRUE,d910b1cf1b544ac8
TN_GAJA_2018_054839,TN_GAJA_2018,0,AGREED,TRUE,TRUE,268217ee349ceaff
TN_VARDAH_2016_046551,TN_VARDAH_2016,0,AGREED,TRUE,TRUE,269839a2833817cd
TN_NIVAR_2020_086388,TN_NIVAR_2020,0,AGREED,TRUE,TRUE,60aa862bc7ef6f0f
TN_GAJA_2018_033189,TN_GAJA_2018,0,AGREED,TRUE,TRUE,c31ab604a36f5276
TN_MANDOUS_2022_019996,TN_MANDOUS_2022,0,AGREED,TRUE,TRUE,fc38e0bb5acb4d60
TN_NADA_2016_000717,TN_NADA_2016,0,AGREED,TRUE,TRUE,69a97c1585dfdebc
TN_OCKHI_2017_017803,TN_OCKHI_2017,0,AGREED,TRUE,TRUE,36046833f82d9918
TN_OCKHI_2017_044133,TN_OCKHI_2017,1,AGREED,TRUE,TRUE,3427749a8f580535
TN_FENGAL_2024_045521,TN_FENGAL_2024,0,AGREED,TRUE,TRUE,39917dafaa2fb681
