building_id,event_id,exclusion_reason
TN_GAJA_2018_042803,TN_GAJA_2018,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000001,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_030554,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_043758,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000004,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_000003,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_051789,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_104123,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_069497,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000008,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_098629,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_059525,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_091821,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000006,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_000010,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_029921,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_031711,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_071897,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_086378,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_002054,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_073736,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000007,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_069499,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_085407,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000011,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_085418,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_011981,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000009,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_078706,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_102772,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_096341,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000573,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_009591,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_048083,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_010284,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_031960,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_005174,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_039132,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_090643,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_085394,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000013,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_017018,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000830,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_002176,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_002096,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_005208,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000016,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_000018,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_069709,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000730,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_072351,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_059593,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_078665,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_064475,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_092010,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_104195,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000021,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_051886,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000849,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_044084,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_096347,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_051818,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_002066,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_034169,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_005190,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_085400,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000033,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_017032,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_085417,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000023,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_000738,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_000747,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000035,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_085419,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_NIVAR_2020_000739,TN_NIVAR_2020,BORDER_NODATA
TN_NIVAR_2020_017843,TN_NIVAR_2020,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_011486,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_022741,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_010455,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_020011,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_011487,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_017508,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_018305,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_010453,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_033353,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_008652,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_021958,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_029026,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_000011,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_017497,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_010456,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_028563,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_026464,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_028552,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_007550,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_030949,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_003789,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_030951,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_021222,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_033080,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_033493,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_004692,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_009971,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_006692,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_030888,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_017507,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_019026,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_033509,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_006558,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_018337,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_030295,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_002423,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_029574,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_028319,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_000022,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_019047,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_030298,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_033029,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_018614,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_019034,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_000241,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_010562,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_021238,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_030966,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_029044,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_MANDOUS_2022_027071,TN_MANDOUS_2022,INSUFFICIENT_EVIDENCE
TN_SOUTHERN_FLOOD_2023_000002,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_000003,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_011241,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_034258,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_064769,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_103087,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_103230,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_132547,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_000005,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_000001,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_011271,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_034260,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_064772,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_103110,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_103434,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_132551,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_002178,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_002269,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_013103,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_038820,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_068424,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_105178,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_105180,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_133511,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_002880,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_002875,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_013907,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_042162,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_073396,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_106865,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_106898,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_133867,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_004160,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_004153,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_015573,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_043517,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_078359,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_111754,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_111759,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_134372,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_005177,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_004435,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_015843,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_044972,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_083287,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_083577,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_116426,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_005176,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_005184,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_019691,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_044978,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_083303,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_083472,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_116434,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_139051,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_006654,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_006650,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_023909,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_049920,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_088258,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_088263,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_121470,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_008911,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_008919,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_027428,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_054879,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_093201,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_093324,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_126255,TN_SOUTHERN_FLOOD_2023,BORDER_NODATA
TN_SOUTHERN_FLOOD_2023_156890,TN_SOUTHERN_FLOOD_2023,INSUFFICIENT_EVIDENCE
