building_id,event_id,event_name,district,disaster_type,building_source,building_source_id,s1_pre_date,s1_post_date,s2_pre_date,s2_post_date,sample_type,evidence_source,evidence_url,evidence_type,reviewer_1,label_1,reviewer_2,label_2,label,label_confidence,label_reason,review_status,reviewer,review_date
TN_VARDAH_2016_116032,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5237XQ+W8J2,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_004988,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M52267F+RQJ4,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_046551,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M52354W+F92R,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_178974,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5248J3+H2J2,1SDV,1SDV,none,none,SAR_ONLY,UNOSAT detailed damage assessment shapes,https://unosat.org/,HIGH_RES_PRE_POST,Alice,2,Bob,2,2,HIGH,Authoritative building complete collapse verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_076258,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5236HH+6V56,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_073179,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5236M7+3QJ6,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_111089,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5237X8+MWXP,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_096205,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5237MW+7538,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_000019,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5226G5+F4X7,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_173311,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5247PH+9RM5,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_056450,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M523752+2J8R,1SDV,1SDV,none,none,SAR_ONLY,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_096267,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5236X5+JM23,1SDV,1SDV,none,none,SAR_ONLY,Medium-res S1/S2 pixel audit,https://cdse.copernicus.eu/,SATELLITE_SUPPORTING_EVIDENCE,Alice,U,Bob,U,U,LOW,High cloud cover and medium spatial resolution prevents definitive grading.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_143611,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M52478Q+X34Q,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_021825,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5226V7+7M36,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_092127,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5237MH+4JR3,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_019885,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M52279G+FGPM,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_046549,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M523662+7VPV,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_143610,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M52479M+MQR3,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_081218,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5236FX+VQWM,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_014929,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5227F8+XG65,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_183189,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M525643+GH4C,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_153527,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5246J6+6VV7,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_091448,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5237MG+54F8,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_202995,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5247XQ+HM8R,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_203000,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5247VG+X6PC,1SDV,1SDV,none,none,SAR_ONLY,UNOSAT detailed damage assessment shapes,https://unosat.org/,HIGH_RES_PRE_POST,Alice,2,Bob,2,2,HIGH,Authoritative building complete collapse verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_051512,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M52365G+357H,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_086151,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5237G9+V499,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_111107,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M524726+CWX7,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_021818,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5226R4+8RPG,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_VARDAH_2016_121014,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,google_open_buildings,7M5238R3+43FM,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_006249,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPQ7J+MXCW,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_016904,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQQ8P+65QG,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_001094,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPR22+RCG8,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_028484,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQR6W+RF39,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_019849,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQR36+VXR2,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_001117,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPR44+Q2JF,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_066025,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRRHP+F5GQ,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_016695,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQQ7G+WFFV,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_054452,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRQ9H+95QJ,1SDV,1SDV,none,none,SAR_ONLY,Medium-res S1/S2 pixel audit,https://cdse.copernicus.eu/,SATELLITE_SUPPORTING_EVIDENCE,Alice,U,Bob,U,U,LOW,High cloud cover and medium spatial resolution prevents definitive grading.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_036106,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRFC+HX6X,1SDV,1SDV,none,none,SAR_ONLY,UNOSAT detailed damage assessment shapes,https://unosat.org/,HIGH_RES_PRE_POST,Alice,2,Bob,2,2,HIGH,Authoritative building complete collapse verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_037708,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRJP+FCGX,1SDV,1SDV,none,none,SAR_ONLY,Medium-res S1/S2 pixel audit,https://cdse.copernicus.eu/,SATELLITE_SUPPORTING_EVIDENCE,Alice,U,Bob,U,U,LOW,High cloud cover and medium spatial resolution prevents definitive grading.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_046646,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQQQH+VHRR,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_016679,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPVRH+67J5,1SDV,1SDV,none,none,SAR_ONLY,UNOSAT detailed damage assessment shapes,https://unosat.org/,HIGH_RES_PRE_POST,Alice,2,Bob,2,2,HIGH,Authoritative building complete collapse verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_061038,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRR8W+965G,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_001091,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XMQVX+XVCW,1SDV,1SDV,none,none,SAR_ONLY,Medium-res S1/S2 pixel audit,https://cdse.copernicus.eu/,SATELLITE_SUPPORTING_EVIDENCE,Alice,U,Bob,U,U,LOW,High cloud cover and medium spatial resolution prevents definitive grading.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_006250,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPQ6M+6XM4,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_037699,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRJJ+8Q7W,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_056051,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRR8P+GW5W,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_010198,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPVCG+MQ9M,1SDV,1SDV,none,none,SAR_ONLY,Medium-res S1/S2 pixel audit,https://cdse.copernicus.eu/,SATELLITE_SUPPORTING_EVIDENCE,Alice,U,Bob,U,U,LOW,High cloud cover and medium spatial resolution prevents definitive grading.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_056050,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRR7Q+2C9C,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_002181,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPR27+6GMF,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_033892,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQQJJ+V4H2,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_023543,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQR5Q+HWHX,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_063630,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRQGC+728G,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_037691,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRHQ+5FJM,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_003844,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPR2Q+XPG8,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
