building_id,event_id,sample_type,qc_status,errors
TN_VARDAH_2016_046556,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_071280,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_073162,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_096314,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_123802,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_153528,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_183205,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_004986,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_005025,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_026772,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_051512,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_076257,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_076551,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_101202,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_128749,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_158504,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_188128,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009952,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009980,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_031717,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_056433,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_081205,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_081814,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_106170,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_133705,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_163431,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_193113,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009975,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009983,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_031743,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_056450,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_081218,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_086533,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_106174,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_133735,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_163439,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_193123,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_014933,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_014929,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_036674,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_061393,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_086151,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_093737,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_111107,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_138663,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_168409,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_198061,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_019886,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_019894,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_041639,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_066353,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_091112,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_094322,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116038,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_143611,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_173312,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_203000,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_091156,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_096205,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116130,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_143747,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_173372,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_202996,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_121024,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_121169,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_179018,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_206065,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_183187,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000007,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000031,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_021818,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_046551,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_071288,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_073386,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_096241,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_123783,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_153530,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_183192,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000013,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000042,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_021828,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_046559,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_071283,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_073179,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_096323,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_123809,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_153531,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_183215,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_004988,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_005026,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_026778,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_051513,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_076258,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_076688,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_101218,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_128750,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_158507,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_188130,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009953,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009982,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_031719,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_056435,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_081207,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_082051,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_106177,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_133707,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_163432,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_193115,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009976,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_010010,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_031753,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_056454,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_081225,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_086816,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_106179,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_133749,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_163441,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_193125,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_014934,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_014932,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_036683,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_061396,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_086152,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_111088,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_111120,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_138667,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_168411,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_198075,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_019887,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_019911,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_041654,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_066354,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_091119,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_095366,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116039,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_143612,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_173313,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_203002,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_091235,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116060,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116241,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_143773,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_173418,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_203024,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_121032,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_121414,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_179953,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_206105,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000008,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000032,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_021820,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_046552,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_071290,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_073413,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_096247,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_123792,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_153534,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_183193,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000016,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000045,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_021829,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_046562,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_071284,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_073200,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_096345,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_123811,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_153536,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_183224,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_004992,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_005029,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_026779,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_051515,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_076268,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_078902,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_101222,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_128756,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_158509,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_188131,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009954,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009988,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_031736,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_056436,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_081208,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_082775,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_106181,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_133708,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_163433,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_193116,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_009977,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_010063,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_031762,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_056474,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_081230,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_088607,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_106206,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_133752,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_163448,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_193139,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_014950,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_014936,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_036699,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_061398,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_086155,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_111095,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_111129,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_138670,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_168415,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_198078,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_019888,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_019918,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_041655,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_066370,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_091123,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116028,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116041,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_143617,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_173316,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_203006,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_091294,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116148,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_116384,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_143807,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_173436,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_203042,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_121042,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_122314,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_181470,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_206113,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000009,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_000034,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_021823,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_046554,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_071293,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_073419,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_096248,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_123798,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_153535,TN_VARDAH_2016,SAR_ONLY,PASS,none
TN_VARDAH_2016_183196,TN_VARDAH_2016,SAR_ONLY,PASS,none
