building_id,event_id,sample_type,s1_pre_valid,s1_post_valid,s2_pre_valid,s2_post_valid,output_dir,geometry_hash,building_area_m2,district,disaster_type,event_name,impact_date,s1_pre_date,s1_post_date,s2_pre_date,s2_post_date,s1_available,s2_available,optical_available,mask_sum,mask_fraction,crs
TN_VARDAH_2016_009951,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009951,62f6ab86fb2e83e2,29.96,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_009960,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009960,c4ad869268f65ca7,599.26,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,13,0.0126953125,EPSG:32644
TN_VARDAH_2016_031712,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_031712,265d9ca9c66ba45c,28.28,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_VARDAH_2016_056431,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_056431,f29b78c4cd5e32a6,102.18,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,6,0.005859375,EPSG:32644
TN_VARDAH_2016_081204,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081204,088dc8dc09465fde,98.61,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_081563,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081563,bf028422570454ad,115.63,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_VARDAH_2016_106158,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_106158,0488dd2e4bd1e10a,57.67,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_133703,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_133703,210754a82ca4cea6,47.34,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_163430,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_163430,f48ca2fa240c2bb1,18.75,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_193112,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_193112,1085c40de58459ce,85.49,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_009969,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009969,1e3b3ae99e4e41f1,90.81,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_009965,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009965,6c7e9b71b93e63c8,206.37,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,8,0.0078125,EPSG:32644
TN_VARDAH_2016_031727,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_031727,2f3897035097f97f,447.86,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,10,0.009765625,EPSG:32644
TN_VARDAH_2016_056438,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_056438,51934b7cc89f9d20,21.61,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_VARDAH_2016_081209,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081209,2d6719796279688a,16.86,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_VARDAH_2016_085565,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_085565,12d048497c11a153,117.79,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_106163,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_106163,be77b4df411875ee,136.85,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_VARDAH_2016_133727,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_133727,f0c3242a9c51ee42,36.8,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_163427,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_163427,338ea855701dee75,30.12,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_193111,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_193111,b25ee9e8f8b50a83,25.92,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_014926,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_014926,4ffa2ff6bbf443e1,231.13,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,8,0.0078125,EPSG:32644
TN_VARDAH_2016_014925,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_014925,6ca0afec1226a6bb,20.27,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_VARDAH_2016_036672,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_036672,ed9e4dc391fa6504,92.96,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_061386,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_061386,faa2bfba12e4930d,103.95,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_VARDAH_2016_086150,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_086150,fabf22a54f407c84,85.03,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_091448,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_091448,4d8c66953c22a8ce,497.04,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,13,0.0126953125,EPSG:32644
TN_VARDAH_2016_111089,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_111089,0f8167a46052fabd,65.05,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_138658,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_138658,26ff6aee3bbc02bb,10.32,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_VARDAH_2016_168391,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_168391,b150c011a8191a06,81.32,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,6,0.005859375,EPSG:32644
TN_VARDAH_2016_198058,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_198058,5b3ab84ac5008e3f,104.59,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_VARDAH_2016_019885,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_019885,5f4772056aeb1035,50.52,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_VARDAH_2016_019891,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_019891,cd132e412a8a6324,25.51,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_041620,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_041620,169aa16775b9955e,43.47,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_066342,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_066342,593deb5c3bc0f64e,84.25,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_VARDAH_2016_091106,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_091106,a3338f9ec80b5a69,8.87,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_VARDAH_2016_092127,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_092127,719c138575f33dbd,525.75,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,14,0.013671875,EPSG:32644
TN_VARDAH_2016_116032,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_116032,108262ea36b1ab5e,187.9,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,6,0.005859375,EPSG:32644
TN_VARDAH_2016_143610,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_143610,fad016e99fd6b1e2,16.29,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_VARDAH_2016_173311,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_173311,0a9b9d1231fd5571,171.4,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,6,0.005859375,EPSG:32644
TN_VARDAH_2016_202999,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_202999,be7f5b71991641f9,12.55,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_VARDAH_2016_091132,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_091132,bcf10b9001bf098d,66.67,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_096100,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_096100,1c6f733a186ca859,1927.92,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,36,0.03515625,EPSG:32644
TN_VARDAH_2016_116128,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_116128,80027f01d36c7554,44.47,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_VARDAH_2016_143713,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_143713,b42d73aa344eb8bf,74.41,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_VARDAH_2016_173319,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_173319,362071e06307d1b8,33.89,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_VARDAH_2016_202995,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_202995,7b7c2501ce10b3a5,14.86,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_VARDAH_2016_121014,TN_VARDAH_2016,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_121014,c19d8b2f14cefa31,17.98,Chennai,cyclones,Cyclone Vardah 2016,2016-12-12,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
