building_id,location,split,damage_label,sar_pre_path,sar_post_path,optical_pre_path,optical_post_path,building_mask_path,chip_size,resolution,crs,valid_sar,valid_optical
chennai_bld_000010,chennai,train,0,data/model_ready/chennai/train/chennai_bld_000010_sar_pre.npy,data/model_ready/chennai/train/chennai_bld_000010_sar_post.npy,data/model_ready/chennai/train/chennai_bld_000010_optical_pre.npy,data/model_ready/chennai/train/chennai_bld_000010_optical_post.npy,data/model_ready/chennai/train/chennai_bld_000010_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000017,chennai,train,1,data/model_ready/chennai/train/chennai_bld_000017_sar_pre.npy,data/model_ready/chennai/train/chennai_bld_000017_sar_post.npy,data/model_ready/chennai/train/chennai_bld_000017_optical_pre.npy,data/model_ready/chennai/train/chennai_bld_000017_optical_post.npy,data/model_ready/chennai/train/chennai_bld_000017_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000015,chennai,val,0,data/model_ready/chennai/val/chennai_bld_000015_sar_pre.npy,data/model_ready/chennai/val/chennai_bld_000015_sar_post.npy,data/model_ready/chennai/val/chennai_bld_000015_optical_pre.npy,data/model_ready/chennai/val/chennai_bld_000015_optical_post.npy,data/model_ready/chennai/val/chennai_bld_000015_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000018,chennai,val,1,data/model_ready/chennai/val/chennai_bld_000018_sar_pre.npy,data/model_ready/chennai/val/chennai_bld_000018_sar_post.npy,data/model_ready/chennai/val/chennai_bld_000018_optical_pre.npy,data/model_ready/chennai/val/chennai_bld_000018_optical_post.npy,data/model_ready/chennai/val/chennai_bld_000018_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000007,chennai,val,0,data/model_ready/chennai/val/chennai_bld_000007_sar_pre.npy,data/model_ready/chennai/val/chennai_bld_000007_sar_post.npy,data/model_ready/chennai/val/chennai_bld_000007_optical_pre.npy,data/model_ready/chennai/val/chennai_bld_000007_optical_post.npy,data/model_ready/chennai/val/chennai_bld_000007_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000020,chennai,val,2,data/model_ready/chennai/val/chennai_bld_000020_sar_pre.npy,data/model_ready/chennai/val/chennai_bld_000020_sar_post.npy,data/model_ready/chennai/val/chennai_bld_000020_optical_pre.npy,data/model_ready/chennai/val/chennai_bld_000020_optical_post.npy,data/model_ready/chennai/val/chennai_bld_000020_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000014,chennai,test,0,data/model_ready/chennai/test/chennai_bld_000014_sar_pre.npy,data/model_ready/chennai/test/chennai_bld_000014_sar_post.npy,data/model_ready/chennai/test/chennai_bld_000014_optical_pre.npy,data/model_ready/chennai/test/chennai_bld_000014_optical_post.npy,data/model_ready/chennai/test/chennai_bld_000014_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000016,chennai,test,1,data/model_ready/chennai/test/chennai_bld_000016_sar_pre.npy,data/model_ready/chennai/test/chennai_bld_000016_sar_post.npy,data/model_ready/chennai/test/chennai_bld_000016_optical_pre.npy,data/model_ready/chennai/test/chennai_bld_000016_optical_post.npy,data/model_ready/chennai/test/chennai_bld_000016_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000019,chennai,test,2,data/model_ready/chennai/test/chennai_bld_000019_sar_pre.npy,data/model_ready/chennai/test/chennai_bld_000019_sar_post.npy,data/model_ready/chennai/test/chennai_bld_000019_optical_pre.npy,data/model_ready/chennai/test/chennai_bld_000019_optical_post.npy,data/model_ready/chennai/test/chennai_bld_000019_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000013,chennai,test,0,data/model_ready/chennai/test/chennai_bld_000013_sar_pre.npy,data/model_ready/chennai/test/chennai_bld_000013_sar_post.npy,data/model_ready/chennai/test/chennai_bld_000013_optical_pre.npy,data/model_ready/chennai/test/chennai_bld_000013_optical_post.npy,data/model_ready/chennai/test/chennai_bld_000013_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000021,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000021_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000021_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000021_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000021_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000021_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000022,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000022_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000022_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000022_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000022_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000022_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000023,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000023_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000023_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000023_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000023_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000023_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000024,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000024_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000024_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000024_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000024_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000024_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000025,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000025_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000025_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000025_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000025_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000025_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000026,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000026_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000026_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000026_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000026_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000026_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000027,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000027_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000027_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000027_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000027_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000027_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000028,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000028_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000028_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000028_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000028_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000028_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000029,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000029_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000029_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000029_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000029_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000029_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000030,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000030_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000030_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000030_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000030_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000030_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000031,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000031_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000031_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000031_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000031_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000031_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000032,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000032_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000032_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000032_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000032_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000032_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000033,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000033_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000033_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000033_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000033_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000033_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000034,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000034_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000034_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000034_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000034_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000034_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000035,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000035_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000035_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000035_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000035_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000035_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000036,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000036_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000036_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000036_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000036_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000036_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000037,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000037_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000037_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000037_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000037_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000037_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000038,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000038_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000038_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000038_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000038_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000038_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000039,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000039_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000039_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000039_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000039_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000039_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000040,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000040_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000040_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000040_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000040_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000040_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000041,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000041_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000041_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000041_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000041_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000041_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000042,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000042_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000042_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000042_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000042_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000042_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000043,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000043_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000043_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000043_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000043_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000043_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000044,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000044_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000044_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000044_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000044_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000044_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000045,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000045_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000045_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000045_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000045_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000045_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000046,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000046_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000046_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000046_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000046_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000046_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000047,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000047_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000047_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000047_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000047_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000047_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000048,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000048_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000048_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000048_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000048_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000048_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000049,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000049_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000049_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000049_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000049_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000049_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000050,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000050_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000050_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000050_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000050_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000050_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000051,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000051_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000051_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000051_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000051_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000051_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000052,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000052_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000052_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000052_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000052_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000052_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000053,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000053_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000053_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000053_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000053_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000053_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000054,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000054_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000054_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000054_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000054_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000054_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000055,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000055_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000055_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000055_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000055_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000055_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000056,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000056_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000056_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000056_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000056_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000056_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000057,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000057_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000057_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000057_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000057_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000057_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000058,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000058_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000058_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000058_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000058_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000058_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000059,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000059_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000059_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000059_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000059_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000059_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000060,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000060_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000060_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000060_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000060_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000060_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000061,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000061_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000061_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000061_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000061_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000061_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000062,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000062_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000062_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000062_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000062_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000062_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000063,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000063_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000063_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000063_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000063_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000063_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000064,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000064_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000064_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000064_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000064_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000064_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000065,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000065_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000065_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000065_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000065_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000065_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000066,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000066_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000066_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000066_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000066_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000066_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000067,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000067_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000067_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000067_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000067_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000067_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000068,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000068_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000068_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000068_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000068_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000068_mask.npy,32,10.0,EPSG:32644,False,True
