building_id,event_id,event_name,district,disaster_type,label,label_name,confidence,evidence_type,evidence_tier,evidence_source,evidence_url,evidence_geometry_available,evidence_description,spatial_match_status,building_area,intersection_area,overlap_ratio,geometry_hash,multi_event_flag,sample_type,sar_pre_path,sar_post_path,optical_pre_path,optical_post_path,building_mask_path,chip_size,resolution,crs,split
TN_VARDAH_2016_072795,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,121.94,121.94,1.0,733b4ff625fd83d5,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_072795/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_072795/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_072795/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_096267,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,1,DAMAGED,MEDIUM,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,TRUE,Credit building damage reported by joint satellite analysis.,PASS_SUPPORTED,84.42,84.42,1.0,e7088067bbfef6cd,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_096267/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_096267/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_096267/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_123782,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,150.12,150.12,1.0,22af4305603596e2,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_123782/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_123782/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_123782/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_153527,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,37.58,37.58,1.0,14c7313328419095,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_153527/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_153527/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_153527/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_183194,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,145.74,145.74,1.0,c09db73918d36b5b,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183194/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183194/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_183194/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_004983,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,17.56,17.56,1.0,65dde066ce2a9464,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_004983/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_004983/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_004983/building_mask.npy,1,10.0,EPSG:32644,train
TN_VARDAH_2016_005013,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,1,DAMAGED,MEDIUM,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,TRUE,Credit building damage reported by joint satellite analysis.,PASS_SUPPORTED,219.01,219.01,1.0,d89319a9f896e412,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_005013/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_005013/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_005013/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_026771,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,34.13,34.13,1.0,79a0907934fca7e7,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_026771/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_026771/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_026771/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_051508,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,132.37,132.37,1.0,8e226bf46805ac6c,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_051508/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_051508/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_051508/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_076255,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,36.23,36.23,1.0,490833c4aa21b0d7,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076255/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076255/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076255/building_mask.npy,1,10.0,EPSG:32644,train
TN_VARDAH_2016_076370,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,97.84,97.84,1.0,933faa7216e3863c,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076370/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076370/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_076370/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_101198,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,13.85,13.85,1.0,417a845f7dbbb8de,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_101198/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_101198/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_101198/building_mask.npy,1,10.0,EPSG:32644,train
TN_VARDAH_2016_128748,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,28.13,28.13,1.0,d88bd59b75adfbed,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_128748/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_128748/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_128748/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_158503,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,129.38,129.38,1.0,a6b44fd754683495,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_158503/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_158503/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_158503/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_188127,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,16.96,16.96,1.0,27b87200b7c1d146,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_188127/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_188127/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_188127/building_mask.npy,1,10.0,EPSG:32644,train
TN_VARDAH_2016_009951,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,29.96,29.96,1.0,62f6ab86fb2e83e2,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009951/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009951/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009951/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_009960,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,599.26,599.26,1.0,c4ad869268f65ca7,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009960/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009960/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_009960/building_mask.npy,3,10.0,EPSG:32644,train
TN_VARDAH_2016_031712,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,28.28,28.28,1.0,265d9ca9c66ba45c,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_031712/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_031712/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_031712/building_mask.npy,1,10.0,EPSG:32644,train
TN_VARDAH_2016_056431,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,102.18,102.18,1.0,f29b78c4cd5e32a6,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_056431/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_056431/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_056431/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_081204,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,98.61,98.61,1.0,088dc8dc09465fde,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081204/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081204/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081204/building_mask.npy,2,10.0,EPSG:32644,train
TN_VARDAH_2016_081563,TN_VARDAH_2016,Cyclone Vardah 2016,Chennai,cyclones,0,INTACT,HIGH,DISASTER_ASSESSMENT,TIER_2_STRONG,Copernicus EMS no-damage vector verification,https://emergency.copernicus.eu/,TRUE,Footprint remains structurally intact after storm landfall verification.,PASS_SUPPORTED,115.63,115.63,1.0,bf028422570454ad,MULTI_EVENT_BUILDING,SAR_ONLY,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081563/sar_pre.npy,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081563/sar_post.npy,none,none,data/tamil_nadu/chips_scaled//TN_VARDAH_2016/TN_VARDAH_2016_081563/building_mask.npy,2,10.0,EPSG:32644,train
